,Service,Rating,Hires,Price,Zip Code,Price Type,Services,Type,Segments,Implied Revenue
2105,Spotless by Request,5.0,,100.0,19103,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2106,Decorating Den Interiors,,,125.0,19103,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2107,All For You Interiors,4.5,6.0,50.0,19103,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,300.0
2108,Affordable Clean,5.0,5.0,50.0,19901,,Hot Tub and Spa Repair,Peripheral,Home Improvement,250.0
2109,Elia's house cleaning,4.5,7.0,,19901,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2110,TND Cleaning Service,4.0,12.0,,19901,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2111,DoRite’s DustBusters,4.5,62.0,90.0,19901,,Hot Tub and Spa Repair,Peripheral,Home Improvement,5580.0
2112,DAG Residential And Commercial Services,5.0,8.0,,19901,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2113,Everyday Lawn Care LLC,5.0,9.0,40.0,40601,,Lawn Mower Repair,Peripheral,Home Improvement,360.0
2114,KEETON'S LAWN and LANDSCAPING,5.0,,,40601,,Lawn Mower Repair,Peripheral,Home Improvement,
2115,Superior Roofing,5.0,4.0,75.0,83702,,Roof Installation or Replacement,Peripheral,Home Improvement,300.0
2116,Smart Roofing and Remodeling,5.0,,,83702,,Roof Installation or Replacement,Peripheral,Home Improvement,
2117,Boise Roof Repair & Maintenance LLc,4.5,10.0,,83702,,Roof Installation or Replacement,Peripheral,Home Improvement,
2118,Knox Roofing & Construction Inc.,5.0,15.0,,83702,,Roof Installation or Replacement,Peripheral,Home Improvement,
2119,Rebel Roofing,5.0,,,83702,,Roof Installation or Replacement,Peripheral,Home Improvement,
2120,Idaho roof repair llc,5.0,,,83702,,Roof Installation or Replacement,Peripheral,Home Improvement,
2121,LUCA CASA Interior Design Anchorage,,,,99501,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2122,Suite Staging AK,5.0,,80.0,99501,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2123,"AP Renovations, Inc.",4.0,10.0,,72201,,General Carpentry,Peripheral,Home Improvement,
2124,Modern Roofing llc,5.0,2.0,,72201,,General Carpentry,Peripheral,Home Improvement,
2125,Elevated Construction,5.0,,,72201,,General Carpentry,Peripheral,Home Improvement,
2126,Summit Restorations,5.0,,,72201,,General Carpentry,Peripheral,Home Improvement,
2127,Lawn Love Lawn Care,4.0,45.0,35.0,83702,,Lawn Mower Repair,Peripheral,Home Improvement,1575.0
2128,Pheasant Painting LLC,5.0,9.0,75.0,97201,hourly,Gutter Repair,Peripheral,Home Improvement,675.0
2129,Jesse King,5.0,,,97201,,Gutter Repair,Peripheral,Home Improvement,
2130,Home Owner's Assistances,5.0,23.0,125.0,97201,hourly,Gutter Repair,Peripheral,Home Improvement,2875.0
2131,My Man Friday Inc.,4.5,68.0,,97201,,Gutter Repair,Peripheral,Home Improvement,
2132,Own Restoration LLC,5.0,5.0,,40601,,Roof Installation or Replacement,Peripheral,Home Improvement,
2133,Pegasus Roofing And Construction,4.5,10.0,,40601,,Roof Installation or Replacement,Peripheral,Home Improvement,
2134,SkyGuard General Contracting,5.0,3.0,,40601,,Roof Installation or Replacement,Peripheral,Home Improvement,
2135,E-blu Heating and Air / Custom Construction,4.5,2.0,,40601,,Roof Installation or Replacement,Peripheral,Home Improvement,
2136,Greater American Roofing,5.0,,,40601,,Roof Installation or Replacement,Peripheral,Home Improvement,
2137,Atlas Contracting,5.0,,,40601,,Roof Installation or Replacement,Peripheral,Home Improvement,
2138,Olson's Construction Services LLC.,4.0,5.0,250.0,40601,,Roof Installation or Replacement,Peripheral,Home Improvement,1250.0
2139,Candice Cleaners Llc,4.0,887.0,95.0,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,84265.0
2140,Cleanlily,4.5,508.0,129.0,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,65532.0
2141,Tidy and Shine,5.0,50.0,99.0,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,4950.0
2142,QuickClean,5.0,50.0,110.0,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,5500.0
2143,Southern Solutions Disposal and Cleaning Service,5.0,103.0,165.0,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,16995.0
2144,All My Sisters Clean,5.0,,,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2145,Yolanda Gómez cleaning,5.0,12.0,,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2146,Nico's Carpet cleaning,4.5,178.0,75.0,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,13350.0
2147,ValetMaids.com | Book Online | Code: THUMBTACK,5.0,4.0,120.0,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,480.0
2148,Squeak Spot Serve Maids,5.0,,60.0,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2149,Venueclean,4.5,24.0,,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2150,Tatanka Concepts LLC,4.0,13.0,,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2151,C & W CLEANING SERVICE,5.0,,185.0,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2152,Maggie’s house keeping co,,,,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2153,HJD SERVICES,,,,75207,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2154,Handyman Services,4.5,38.0,,78207,,Gutter Repair,Peripheral,Home Improvement,
2155,Handyman Pines LLC.,5.0,40.0,65.0,78207,hourly,Gutter Repair,Peripheral,Home Improvement,2600.0
2156,JERR-DAN ELECTRICAL,5.0,100.0,,78207,,Gutter Repair,Peripheral,Home Improvement,
2157,Extensive Electric,,,75.0,78207,hourly,Gutter Repair,Peripheral,Home Improvement,
2158,Sonny roofing,4.5,106.0,,94108,,Roof Installation or Replacement,Peripheral,Home Improvement,
2159,Geovanni Tafolla Roofing,4.5,86.0,,94108,,Roof Installation or Replacement,Peripheral,Home Improvement,
2160,The British Handyman,5.0,71.0,,94108,,Roof Installation or Replacement,Peripheral,Home Improvement,
2161,Sustainable Living Builders Inc,5.0,25.0,,94108,,Roof Installation or Replacement,Peripheral,Home Improvement,
2162,Sunnyside Roofing Inc.,5.0,,,94108,,Roof Installation or Replacement,Peripheral,Home Improvement,
2163,Luna's Handyman,4.5,73.0,,94108,,Roof Installation or Replacement,Peripheral,Home Improvement,
2164,Brighter Home - Bay Area,,,,94108,,Roof Installation or Replacement,Peripheral,Home Improvement,
2165,Wedge Roofing,,3.0,,94108,,Roof Installation or Replacement,Peripheral,Home Improvement,
2166,Handy B.Jones,,,30.0,62701,,Lawn Mower Repair,Peripheral,Home Improvement,
2167,Nola-Boy Plumbing & Repairs,5.0,50.0,55.0,70114,hourly,Gutter Repair,Peripheral,Home Improvement,2750.0
2168,Wilson’s installation,5.0,53.0,100.0,70114,hourly,Gutter Repair,Peripheral,Home Improvement,5300.0
2169,Enlightened Electrical Services,5.0,22.0,,70114,,Gutter Repair,Peripheral,Home Improvement,
2170,NM Home Improvements LLC,4.5,22.0,,70114,,Gutter Repair,Peripheral,Home Improvement,
2171,"Affordable Handymen, LLC",5.0,,,70114,,Gutter Repair,Peripheral,Home Improvement,
2172,Johnson Contracting,4.5,16.0,,70114,,Gutter Repair,Peripheral,Home Improvement,
2173,Berger Construction & Remodeling LLC,5.0,2.0,50.0,70114,hourly,Gutter Repair,Peripheral,Home Improvement,100.0
2174,Done it your way landscaping,3.5,6.0,30.0,70114,hourly,Gutter Repair,Peripheral,Home Improvement,180.0
2175,Dawn's Designs,4.5,10.0,125.0,68102,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1250.0
2176,Interior Restyling,5.0,30.0,75.0,68102,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,2250.0
2177,Sunkist shutters,5.0,,,68102,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2178,R&R’s Handyman Service’s,4.5,71.0,65.0,21401,hourly,Gutter Repair,Peripheral,Home Improvement,4615.0
2179,ManchamecontractorLLC,4.5,7.0,30.0,21401,hourly,Gutter Repair,Peripheral,Home Improvement,210.0
2180,7-C's Contracting LLC,5.0,,,21401,,Gutter Repair,Peripheral,Home Improvement,
2181,ADP Garage Door Repair LLC,5.0,5.0,,21401,,Gutter Repair,Peripheral,Home Improvement,
2182,Living Solutions,5.0,25.0,80.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,2000.0
2183,"Hearth to Home Interior Styling, LLC",5.0,,100.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2184,Thin Line Blinds,5.0,34.0,20.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,680.0
2185,FABPAD LLC,5.0,,80.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2186,Create In You Home Design,5.0,6.0,85.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,510.0
2187,Custom Decorator,5.0,,125.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2188,Ali Biagi Design and Photography,5.0,,100.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2189,BURUCA design,4.5,22.0,65.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1430.0
2190,Village Design Group,3.0,13.0,95.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1235.0
2191,Decorating Den Interiors,5.0,,,27601,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2192,Keepsake Interiors,4.5,27.0,125.0,27601,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,3375.0
2193,MLDecor LLC,5.0,31.0,75.0,89101,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,2325.0
2194,Metrospace Design,5.0,48.0,,89101,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2195,Merrilee Stanley Design,5.0,,150.0,89101,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2196,The Purple Chandelier,5.0,11.0,125.0,89101,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1375.0
2197,Amaya Design,5.0,,20.0,89101,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2198,Design District,5.0,,85.0,89101,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2199,Graceful Spaces,5.0,6.0,125.0,89101,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,750.0
2200,Belle Moxie Interiors,5.0,,,89101,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2201,Izanhour Design,5.0,,110.0,89101,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2202,LUCA CASA Interior Design Las Vegas,,,,89101,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2203,A Designing Woman & Associates,4.5,9.0,60.0,89101,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,540.0
2204,Behrad,,,20.0,89101,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2205,Nelson & Sons Construction,4.5,50.0,,68502,,General Carpentry,Peripheral,Home Improvement,
2206,Raven's Nest Installation and Building,5.0,2.0,,68502,,General Carpentry,Peripheral,Home Improvement,
2207,CT Construction Inc,4.5,60.0,,68502,,General Carpentry,Peripheral,Home Improvement,
2208,Antler Kitchen & Bath,5.0,,,68502,,General Carpentry,Peripheral,Home Improvement,
2209,All American Remodeling,5.0,3.0,,68502,,General Carpentry,Peripheral,Home Improvement,
2210,MN MAVRIDIS CONSTRUCTIONS INC.,5.0,,,60176,,General Carpentry,Peripheral,Home Improvement,
2211,G&D Cleaning,5.0,,,48226,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2212,MEAP MAINTENANCE,5.0,,80.0,48226,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2213,Dry Green Cleaning LLC,3.5,45.0,80.0,48226,,Hot Tub and Spa Repair,Peripheral,Home Improvement,3600.0
2214,WHH,5.0,,130.0,48226,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2215,"Opulent Cleaning Division LLC,",3.5,3.0,50.0,48226,,Hot Tub and Spa Repair,Peripheral,Home Improvement,150.0
2216,Soft-Touch Cleaning,5.0,4.0,,48226,,Hot Tub and Spa Repair,Peripheral,Home Improvement,
2217,Prompt 2 Design,5.0,21.0,75.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1575.0
2218,Redefine Designs Co.,5.0,,,78701,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2219,Fernalld Design,5.0,16.0,90.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1440.0
2220,U Interior Design,5.0,,,78701,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2221,JS Dwellings Interior Design,5.0,2.0,120.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,240.0
2222,KozyKasa Interior Design,4.5,13.0,80.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1040.0
2223,FINA ROSS DESIGNS,4.5,17.0,45.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,765.0
2224,Bamboo Remodeling,5.0,13.0,20.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,260.0
2225,Roomer Has It Staging & Restyling,5.0,,,78701,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2226,BANDD DESIGN,5.0,14.0,,78701,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2227,TK Original Design,5.0,,46.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2228,Browne House Interior Design,,,100.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2229,Sicara Design,,,85.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2230,DreamBox Interiors,5.0,,,78701,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2231,C&H Design,,,,78701,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2232,Elizabeth Frost (Jann Wisdom Designs),5.0,24.0,,78701,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2233,Lo Whipple Design,5.0,,95.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2234,Heather Herndon,5.0,,100.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2235,House of Hayob,5.0,,50.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2236,LUCA CASA Interior Design San Antonio,,,99.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2237,"KYARI Group, LLC",4.5,9.0,125.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1125.0
2238,Houston's Delightful Designs,5.0,12.0,90.0,78701,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1080.0
2239,Plethora Decor Home Staging & Redesign,5.0,5.0,,78701,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2240,All American Remodeling,5.0,3.0,,68102,,General Carpentry,Peripheral,Home Improvement,
2241,WeDeliverOmaha,5.0,17.0,,68102,,General Carpentry,Peripheral,Home Improvement,
2242,MCC,5.0,2.0,,68102,,General Carpentry,Peripheral,Home Improvement,
2243,Above Handyman Services,5.0,5.0,,25301,,Roof Installation or Replacement,Peripheral,Home Improvement,
2244,Get-R-Done Home Service’s,4.0,49.0,75.0,25301,,Roof Installation or Replacement,Peripheral,Home Improvement,3675.0
2245,LawnStarter Lawn Care,4.0,362.0,29.0,48933,,Lawn Mower Repair,Peripheral,Home Improvement,10498.0
2246,Turf Line Services,4.5,290.0,28.0,48933,,Lawn Mower Repair,Peripheral,Home Improvement,8120.0
2247,Lawn Love Lawn Care,3.0,207.0,35.0,48933,,Lawn Mower Repair,Peripheral,Home Improvement,7245.0
2248,Mow With The Flow,5.0,3.0,35.0,48933,,Lawn Mower Repair,Peripheral,Home Improvement,105.0
2249,Rick Ackels lawn Care,4.5,25.0,25.0,48933,,Lawn Mower Repair,Peripheral,Home Improvement,625.0
2250,Brown Real Estate Services,5.0,,30.0,48933,,Lawn Mower Repair,Peripheral,Home Improvement,
2251,Strickland Companies LLC/Lansing Lawn & Snow,5.0,52.0,,48933,,Lawn Mower Repair,Peripheral,Home Improvement,
2252,"Willow Outdoor Professionals, LLC",,,,48933,,Lawn Mower Repair,Peripheral,Home Improvement,
2253,LawnStarter Lawn Care,4.0,78.0,29.0,67052,,Lawn Mower Repair,Peripheral,Home Improvement,2262.0
2254,Lawn Love Lawn Care,4.5,41.0,,67052,,Lawn Mower Repair,Peripheral,Home Improvement,
2255,Wiesen Roofing & Exteriors,4.0,20.0,55.0,67052,,Lawn Mower Repair,Peripheral,Home Improvement,1100.0
2256,Total Tree Technologies LLC.,5.0,2.0,35.0,67052,,Lawn Mower Repair,Peripheral,Home Improvement,70.0
2257,Alyssa Beth Interiors,5.0,13.0,90.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1170.0
2258,Mila Boyer Interiors,5.0,7.0,50.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,350.0
2259,Three Point Interiors,5.0,16.0,120.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1920.0
2260,Viva Verde Designs,5.0,10.0,125.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1250.0
2261,Soul Quench Studio,5.0,,65.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2262,Matthew Jalac | Dove & Sparrow Interiors,5.0,3.0,50.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,150.0
2263,"Peter Overman, Interior Designer",5.0,18.0,75.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1350.0
2264,Chase & Dean Interiors | Greater Chicago Area,4.5,16.0,90.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1440.0
2265,The Trend Interior Design Group,5.0,5.0,100.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,500.0
2266,Phoenix Rising Home Staging & Interior Design,5.0,18.0,85.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,1530.0
2267,Fusion Interior Design Inc.,5.0,,,60176,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2268,Variant Collaborative,5.0,6.0,100.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,600.0
2269,Angelika Design Studio ~ Chicago branch,,,,60176,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2270,Becca Jarrad Design Studio,5.0,,,60176,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2271,Ken Brockway,5.0,,5.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2272,Allison Henry Interior Design LLC,5.0,13.0,,60176,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2273,"KLK Design Studio, LLC",5.0,,,60176,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2274,Erica Gail LLC,5.0,,95.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2275,Design from A to V,5.0,4.0,95.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,380.0
2276,Owl And The Whisk,,,84.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2277,Design For You,,,,60176,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2278,Feng Shui For Creatives,,,,60176,,Insulation Installation or Upgrade,Peripheral,Home Improvement,
2279,Arnie & Spaeth,5.0,15.0,60.0,60176,hourly,Insulation Installation or Upgrade,Peripheral,Home Improvement,900.0
